114, 86.80, 93.99, 36
115, 16.91, -83.24, 31
116, 42.53, 60.90, 99
117, -93.13, 71.91, 86
118, -91.98, -4.36, 87
119, -88.42, -4.40, 82
120, 89.22, -28.71, 89
121, -68.26, 35.73, 38
122, -43.42, -46.49, 39
123, -34.91, 6.86, 92
124, 84.36, -54.12, 56
125, 83.17, 76.59, 99
126, 54.10, -98.88, 67
127, -87.43, -88.20, 67
128, 9.60, -3.41, 89
129, -98.98, 17.90, 14
130, 91.22, 20.73, 39
131, 83.42, -14.24, 15
132, -44.60, -50.17, 100
133, -5.46, -75.39, 50
134, -71.01, 15.89, 77
135, 90.71, 39.77, 68
136, 27.00, 68.52, 89
137, 1.20, 50.44, 57
138, -15.54, 26.36, 69
139, 40.61, 75.25, 18
140, -22.60, -0.70, 51
141, 13.14, 51.82, 12
142, 0.65, 83.34, 63
143, 16.03, -27.18, 46
144, 31.85, 81.10, 71
145, -43.41, -54.23, 75
146, 3.82, -94.96, 73
147, -52.10, -68.56, 77
148, -49.83, 1.47, 29
149, 2.98, -31.07, 43
150, 19.54, -88.66, 86
151, 11.63, 32.02, 53
152, 28.93, 93.98, 7
153, -88.21, -10.62, 64
154, 40.09, 3.55, 30
155, 46.63, 4.38, 5
156, -99.13, -19.29, 81
157, -43.53, -26.28, 68
158, -31.33, -12.16, 59
159, -10.36, 33.24, 25
160, -73.36, 18.61, 62
161, -83.32, -97.95, 52
162, 11.40, 99.02, 51
163, 95.48, -43.30, 83
164, 33.07, -69.09, 74
165, 13.35, 42.10, 49
166, -52.99, 13.26, 84
167, 43.29, 73.82, 1
168, -32.49, 51.69, 92
169, -5.13, 14.60, 75
170, 68.08, 45.85, 54
171, 94.46, -12.49, 29
172, -36.65, -73.55, 64
173, -7.57, -21.08, 26
174, 56.71, 86.95, 85
175, 11.39, 59.41, 87
176, 79.72, 58.37, 3
177, 77.20, 0.71, 99
178, -0.45, -34.85, 57
179, 26.35, 61.89, 32
180, 14.48, -77.10, 56
181, 84.62, 49.79, 51
182, -2.24, -68.94, 82
183, 19.85, 87.50, 81
184, -6.25, 44.92, 25
185, 28.50, 29.37, 54
186, 80.95, 66.15, 4
187, -98.87, 53.16, 23
188, 18.05, 10.15, 28
189, 55.70, 51.77, 31
190, -76.31, 60.38, 69
191, 48.43, 54.22, 88
192, -4.01, -85.90, 91
193, -92.24, 55.49, 95
194, -55.94, -16.39, 67
195, -11.74, 47.18, 68
196, -17.37, 48.36, 75
197, -89.03, 62.78, 61
198, 21.12, 65.71, 45
199, 42.22, -90.37, 74
200, -27.60, -14.96, 36
201, -31.22, -53.60, 40
202, -80.24, -60.87, 74
203, 28.96, 76.94, 85
204, 44.68, -50.42, 34
205, 16.94, -86.42, 41
206, 17.25, 42.87, 68
207, -49.81, 6.95, 63
208, -7.59, -14.71, 92
209, 95.66, 65.79, 5
210, -95.73, 85.97, 36
211, 64.79, 80.62, 20
212, 82.90, -96.56, 70
213, -44.63, -94.56, 36
214, 87.78, -89.58, 17
215, 23.07, 81.94, 45
216, -60.45, -84.03, 95
217, -64.15, 83.16, 73
218, -53.95, -37.54, 75
219, -16.04, 33.21, 66
220, 0.19, 3.66, 81
221, 51.18, -86.56, 67
222, 99.04, 33.11, 51
223, -71.85, 12.55, 87
224, -82.85, 0.21, 7
225, -43.73, 53.26, 20
226, 28.52, 38.66, 67
227, -65.95, 38.85, 90
228, 93.38, -45.10, 37
229, 53.94, 86.91, 41
230, -26.82, 27.35, 23
231, -26.89, -22.60, 16
232, 23.62, -17.27, 88
233, -75.80, -88.05, 46
234, 27.02, -9.41, 87
235, 41.92, 39.85, 47
236, -0.73, -65.74, 90
237, 92.42, -43.89, 48
238, 28.21, 84.59, 52
239, 94.24, -37.69, 98
240, -21.16, 12.95, 37
241, 45.36, -65.30, 31
242, 76.91, -28.61, 9
243, -53.83, -25.07, 13
244, -77.25, 48.61, 62
245, 94.83, 46.49, 56
246, -86.42, -41.35, 35
247, -6.27, 31.26, 64
248, -28.78, -38.94, 94
249, -39.87, 98.72, 34
250, -33.14, -51.43, 24
251, 77.85, 60.97, 98
252, 56.53, 11.83, 17
253, 50.70, 4.14, 95
254, 94.95, -67.33, 77
255, 34.64, 56.33, 30
256, 15.38, 74.38, 60
257, -11.98, -3.96, 9
258, 3.47, -18.40, 21
259, 40.71, -24.22, 75
260, 8.57, -69.88, 13
261, 61.08, 63.27, 38
262, -47.47, 66.90, 79
263, 50.88, -45.66, 59
264, 17.45, 3.42, 46
265, -92.24, 75.56, 5
266, 93.04, -37.36, 24
267, -19.23, -61.88, 44
268, -59.41, -84.14, 3
269, -90.04, -47.49, 58
270, 52.08, -86.53, 44
271, -5.67, -42.56, 32
272, -14.69, -43.65, 72
273, 83.87, 22.46, 26
274, -95.68, -62.83, 45
275, -44.56, -54.38, 10
276, -87.11, 83.21, 24
277, 43.47, -14.78, 51
278, 4.15, 46.79, 68
279, 43.65, 79.41, 64
280, -94.28, -59.63, 90
281, -8.83, -92.06, 19
282, 9.86, -30.62, 90
283, 93.27, 82.01, 99
284, 5.60, 39.36, 26
285, 90.88, 9.44, 52
286, 3.67, 28.04, 57
287, -32.56, 89.97, 83
288, -61.67, 40.84, 31
289, -25.95, 13.65, 34
290, -1.27, 10.15, 24
291, 35.54, 77.87, 54
292, -58.29, -93.06, 80
293, -92.22, 91.44, 2
294, 6.17, -54.13, 55
295, 26.50, -3.08, 84
296, -85.21, 85.15, 18
297, -39.47, 13.13, 58
298, -17.94, 61.26, 32
299, -45.93, -23.58, 42
300, 7.12, 16.66, 91
301, -84.37, -91.17, 92
302, 9.26, 71.23, 18
303, -46.01, -92.28, 77
304, -74.14, 11.39, 74
305, 88.87, -3.68, 16
306, 65.97, 86.25, 37
307, 85.49, -34.08, 41
308, -11.06, 1.77, 7
309, 7.13, -81.32, 76
310, 63.78, 35.57, 88
311, -48.54, -99.92, 6
312, 50.52, -51.17, 11
313, 6.31, 91.17, 18
314, -41.57, 91.62, 53
315, -99.46, 94.61, 81
316, 44.20, -20.48, 5
317, 71.84, 59.80, 87
318, -50.33, -9.91, 26
319, -19.12, 93.59, 79
320, -83.12, -35.87, 31
321, -91.76, 32.40, 20
322, -45.58, 66.25, 8
323, -62.35, -77.12, 71
324, 3.84, 70.69, 51
325, 10.18, 21.89, 43
326, 50.43, -88.65, 8
327, -98.22, 38.55, 14
328, 87.63, 72.03, 73
329, 84.61, 42.84, 97
330, -55.56, 84.67, 3
331, 19.09, 32.82, 15
332, 62.77, -51.88, 29
333, 18.57, 30.35, 24
334, -83.47, -80.77, 32
335, 70.23, -13.65, 70
336, -74.16, 55.12, 99
337, -52.54, 42.78, 48
338, -61.49, -66.69, 77
339, -31.42, -80.99, 46
340, 62.95, -54.81, 86
341, -47.89, 31.16, 28
342, 23.01, 17.33, 61
343, 61.34, 2.79, 99
344, -30.39, 37.54, 41
345, 4.36, 85.24, 55
346, -65.41, -26.76, 44
347, 8.25, -47.75, 69
348, -10.04, -67.33, 31
349, -62.15, -81.13, 17
350, -25.55, 31.66, 81
351, 74.52, 27.65, 9
352, -79.98, 86.18, 82
353, -50.74, 56.64, 21
354, -44.58, 60.74, 18
355, -48.56, -90.77, 24
356, -93.67, -51.34, 9
357, 47.91, -63.83, 74
358, 90.84, -13.99, 43
359, -8.72, 47.58, 96
360, 54.89, -59.92, 80
361, -65.87, -93.23, 2
362, 61.66, -16.46, 67
363, -45.53, -84.88, 1
364, -46.03, 60.13, 11
365, 56.32, 36.65, 29
366, 70.17, 98.29, 76
367, -22.01, 86.35, 1
368, -63.86, 11.15, 53
369, 93.83, 8.30, 59
370, 63.93, -19.17, 61
371, -74.40, -89.60, 43
372, 82.21, -2.20, 6
373, -28.46, 62.35, 65
374, 33.40, -54.53, 19
375, -58.97, -16.09, 96
376, -25.03, 31.96, 71
377, 95.55, 37.21, 78
378, 60.73, -59.62, 40
379, -48.31, 23.36, 22
380, 26.80, -82.99, 13
381, 13.17, -22.74, 7
382, -91.41, 52.00, 17
383, 72.45, 19.61, 53
384, -61.70, 76.83, 13
385, -6.43, -69.42, 25
386, 90.05, 26.24, 54
387, 8.72, -3.44, 87
388, -40.16, 40.66, 82
389, -50.75, -90.32, 51
390, -20.94, -31.95, 46
391, -75.38, -60.37, 77
392, -18.25, -94.59, 14
393, -2.93, 12.81, 48
394, -72.22, 87.40, 53
395, -98.25, -81.07, 91
396, -28.86, 79.28, 34
397, -63.93, 64.19, 94
398, 51.48, 33.35, 20
399, -58.36, 21.44, 35
400, 40.56, -99.55, 54
401, -15.93, 90.52, 39
402, -78.20, -25.78, 34
403, -38.38, 98.99, 38
404, 52.39, 52.26, 47
405, -7.25, 45.82, 63
406, -7.55, 21.20, 20
407, -87.96, 12.92, 22
408, 84.10, -72.70, 64
409, 22.49, -42.22, 29
410, 91.75, 46.55, 56
411, -78.39, -81.13, 8
412, -10.16, -46.88, 96
413, -44.46, -33.01, 100
414, -75.50, -20.30, 73
415, -33.99, 98.76, 1
416, -2.67, 62.88, 3
417, 83.73, 10.88, 86
418, -11.95, 81.84, 22
419, 99.15, -75.47, 62
420, 52.26, -45.32, 56
421, 68.42, -1.12, 80
422, -70.22, 95.25, 67
423, 69.43, -5.03, 38
424, -44.67, 69.93, 62
425, -89.35, 88.06, 64
426, 51.11, -43.98, 62
427, 8.48, -31.37, 97
428, 37.61, -35.38, 47
429, 84.05, 4.03, 7
430, -72.87, -32.30, 43
431, 21.36, 25.72, 66
432, -13.57, 85.91, 20
433, 25.00, -12.27, 58
434, -6.36, -90.99, 83
435, -43.34, -75.60, 38
436, -74.32, 52.39, 38
437, 67.90, -61.26, 30
438, -50.48, 45.34, 28
439, 57.90, -73.19, 74
440, 19.79, -8.41, 41
441, -11.42, -48.12, 67
442, -42.88, -2.35, 91
443, 7.82, -24.32, 56
444, -9.34, -77.77, 49
445, 64.41, 85.89, 90
446, 81.07, -94.46, 4
447, -84.63, 91.51, 71
448, 1.01, -79.53, 42
449, -74.72, 75.45, 48
450, 62.00, 77.05, 30
451, -93.97, -57.26, 77
452, -55.66, -93.91, 71
453, -78.26, -77.70, 18
454, -5.24, -68.50, 84
455, -15.16, 41.34, 66
456, -20.45, 73.38, 33
457, -24.86, -16.82, 74
458, 20.44, 36.45, 75
459, -83.34, 41.64, 19
460, -73.68, 16.51, 63
461, -25.01, 89.96, 5
462, -35.67, 4.50, 8
463, -29.78, -82.87, 59
464, -79.68, -32.52, 31
465, -41.82, -57.48, 47
466, 58.85, -93.37, 75
467, -93.75, -67.64, 18
468, -70.47, -52.66, 20
469, 11.68, 4.16, 12
470, -42.96, 23.86, 7
471, -72.67, 25.70, 14
472, -32.73, 71.92, 24
473, 25.76, 40.36, 5
474, -78.32, -99.93, 88
475, 45.59, 79.21, 65
476, 67.93, 92.62, 24
477, -80.25, 15.28, 2
478, 83.90, -82.22, 41
479, -16.70, 65.61, 58
480, -13.85, 47.08, 8
481, -6.67, 82.68, 79
482, 31.44, 66.50, 80
483, -70.36, -95.18, 45
484, 0.51, -26.60, 61
485, 22.25, -45.20, 7
486, 89.37, -96.89, 47
487, 65.16, 21.42, 47
488, -10.57, 64.79, 54
489, -72.05, -67.01, 91
490, 79.06, -45.43, 50
491, 64.62, 50.36, 74
492, 29.10, -57.90, 16
493, -7.24, -18.12, 9
494, 14.45, -84.76, 15
495, 2.27, 2.08, 35
496, 53.06, 67.29, 41
497, 43.06, 63.46, 60
498, -82.92, 76.94, 87
499, -24.57, -18.82, 73
500, 57.94, 10.07, 93
501, 74.54, 18.59, 43
502, -98.72, -91.80, 28
503, -69.04, -24.56, 27
504, 53.66, -8.02, 23
505, 62.64, -16.00, 15
506, -13.96, -18.21, 97
507, -69.11, 49.95, 97
508, -85.46, -11.21, 41
509, 81.55, -83.00, 3
510, -35.89, -81.03, 81
511, -98.21, 91.07, 3
512, -6.80, 14.81, 85
513, 83.24, -4.66, 19
514, -71.95, -80.29, 43
515, -94.29, -51.31, 45
516, -66.98, -96.15, 88
517, -61.33, -70.26, 57
518, 3.80, 54.30, 60
519, 9.06, 23.51, 14
520, 9.34, 10.36, 93
521, -89.89, -79.30, 37
522, -3.90, -29.54, 2
523, -31.69, 65.30, 47
524, 2.51, 45.85, 98
525, -34.49, -11.05, 76
526, -47.33, 58.59, 43
527, -44.45, -35.05, 82
528, -41.78, -20.37, 73
529, -98.22, 7.99, 56
530, 48.48, -54.01, 67
531, -19.53, 17.75, 26
532, -92.58, -67.02, 9
533, 28.54, 54.03, 73
534, -47.70, -65.92, 31
535, 12.84, -92.31, 20
536, 37.88, -19.05, 59
537, -6.37, 63.69, 22
538, 57.17, 65.56, 20
539, 77.98, -21.81, 51
540, 88.92, -93.08, 62
541, 19.91, 16.23, 25
542, 59.41, -50.33, 33
543, -36.05, -32.89, 49
544, -80.84, 49.53, 84
545, -55.15, 48.93, 98
546, 65.98, 25.76, 95
547, 11.10, -79.95, 52
548, -24.16, 86.53, 10
549, -38.04, 11.77, 12
550, -26.39, -91.83, 38
551, -90.21, 37.97, 32
552, 14.36, -86.45, 65
553, 82.37, 94.81, 17
554, 84.65, -71.04, 73
555, -14.47, -44.08, 76
556, -98.86, 80.78, 8
557, -89.27, 80.99, 9
558, 14.54, -52.74, 71
559, -72.91, -5.78, 49
560, 77.78, -26.29, 54
561, 89.08, 93.78, 39
562, 66.53, 89.25, 100
563, 91.36, -44.23, 55
564, 50.24, 96.27, 45
565, -96.48, 43.00, 38
566, 7.18, -18.94, 73
567, 70.31, -82.17, 28
568, -40.06, 24.09, 63
569, 3.48, -39.28, 91
570, -31.84, 78.90, 58
571, 93.11, -45.10, 40
572, 18.61, 78.75, 45
573, 8.17, -37.49, 60
574, 49.81, -72.22, 98
575, -41.29, -54.39, 11
576, 53.46, -71.42, 69
577, 26.56, 91.69, 41
578, -76.47, 30.42, 93
579, -83.58, 61.47, 35
580, 74.93, 72.03, 93
581, -36.46, -79.02, 75
582, -14.52, -23.95, 41
583, 40.26, 29.58, 1
584, 11.19, 53.52, 96
585, -90.08, 38.11, 16
586, 74.95, -12.14, 79
587, -39.33, 72.18, 90
588, 8.14, -15.45, 30
589, 1.53, 72.68, 41
590, -55.76, 60.31, 52
591, 36.33, -78.77, 40
592, -57.37, -62.47, 86
593, 1.38, 0.97, 63
594, 55.11, 53.68, 13
595, 78.84, -59.62, 58
596, -67.96, -49.65, 34
597, -4.98, 33.54, 14
598, 44.86, -1.32, 30
599, -82.86, 98.41, 54
600, -6.48, -93.59, 65
601, -91.97, 13.91, 51
602, 35.15, -98.01, 50
603, -77.82, 47.59, 79
604, -3.30, -26.80, 63
605, -6.88, 25.02, 18
606, -21.56, -80.47, 3
607, 85.31, 65.86, 52
608, 39.57, -52.19, 22
609, 46.17, 82.25, 62
610, 95.46, -54.59, 96
611, -16.91, 24.76, 98
612, 2.32, -78.02, 55
613, -5.23, -30.92, 41
614, 33.01, -48.52, 77
615, 43.25, 12.07, 47
616, -17.21, 96.07, 52
617, -61.01, 21.84, 34
618, 94.94, 87.33, 100
619, -30.74, -53.02, 10
620, 56.32, -24.99, 81
621, 56.16, -71.12, 73
622, -71.61, -35.19, 33
623, 87.38, 73.76, 76
624, -20.05, -57.85, 90
625, -38.97, 43.86, 46
626, 77.29, 85.49, 18
627, 16.46, 6.28, 17
628, -20.68, 0.54, 71
629, -51.43, -5.99, 7
630, -64.32, 42.48, 36
631, -32.25, 72.56, 30
632, 90.59, -98.43, 72
633, -15.03, -5.40, 7
634, 0.99, -13.25, 100
635, 39.92, 26.55, 28
636, -52.89, -76.76, 38
637, 59.39, -99.56, 44
638, -89.90, -68.99, 34
639, 93.77, -55.11, 54
640, 78.96, -34.14, 43
641, 6.30, 69.92, 7
642, 47.51, 53.45, 11
643, 60.77, -92.87, 47
644, 41.21, -9.00, 48
645, -84.18, 87.31, 43
646, 24.93, -31.41, 2
647, 89.87, 71.96, 39
648, 83.46, 35.07, 7
649, 35.18, -77.74, 24
650, 33.57, -4.12, 53
651, 13.03, 60.70, 49
652, -88.41, 27.87, 77
653, -32.18, -30.12, 72
654, -29.37, 30.36, 88
655, 37.15, -41.43, 37
656, -85.17, -2.13, 68
657, -57.97, 15.59, 57
658, 98.38, 59.98, 69
659, -90.40, 97.78, 79
660, -72.44, 55.89, 37
661, 49.98, -58.01, 19
662, -42.75, 82.08, 45
663, -21.09, -8.47, 92
664, -22.86, 63.97, 9
665, 87.88, -98.70, 25
666, 48.70, -65.40, 89
667, -88.18, -16.45, 91
668, 68.63, -97.23, 35
669, 12.84, -9.23, 4
670, 54.55, 89.69, 83
671, -92.99, 47.93, 63
672, 8.16, 53.76, 29
673, -48.81, 43.45, 89
674, 67.33, -94.44, 59
675, 6.08, -39.49, 96
676, 48.66, 64.12, 82
677, -45.87, -59.12, 89
678, 3.40, -30.45, 21
679, 41.95, -76.52, 4
680, 51.37, 58.93, 73
681, 20.30, 17.38, 97
682, -97.51, 42.56, 11
683, 17.84, -30.44, 64
684, 12.36, -80.07, 40
685, 74.51, -6.83, 30
686, 16.80, 10.61, 12
687, 99.40, -99.48, 80
688, 78.94, 98.96, 37
689, 47.98, 10.13, 24
690, 34.19, -78.79, 56
691, 96.47, -16.01, 19
692, 78.78, -15.94, 29
693, -42.85, 42.21, 47
694, -32.75, 1.94, 3
695, -64.20, 31.33, 80
696, -44.98, 92.48, 1
697, 27.29, -64.99, 57
698, -48.06, 77.14, 69
699, -0.65, 37.52, 57
700, 77.01, 69.05, 44
701, -41.36, 79.63, 5
702, -50.03, 17.54, 59
703, 2.61, -98.54, 27
704, 24.10, -8.31, 62
705, 33.74, 63.22, 13
706, 89.94, -34.97, 73
707, -83.71, 72.31, 89
708, -16.33, -24.05, 30
709, -4.26, -34.62, 73
710, 52.07, -95.75, 17
711, -59.55, 0.36, 48
712, 13.07, 4.28, 11
713, 75.92, -5.79, 56
714, -83.94, 83.90, 62
715, 14.49, 49.72, 98
716, -67.50, 50.99, 10
717, -55.48, -2.63, 28
718, 91.53, 1.38, 57
719, 96.50, 8.18, 72
720, -80.76, -6.99, 1
721, -0.51, 80.82, 55
722, 28.19, 87.42, 73
723, -0.25, 62.43, 33
724, 2.73, 95.14, 40
725, 95.33, -70.65, 46
726, 13.46, 82.03, 55
727, -15.21, -18.50, 32
728, 95.10, -44.75, 99
729, -67.17, 31.11, 36
730, 69.76, -50.95, 58
731, 83.44, -84.98, 25
732, -43.35, 39.86, 67
733, -35.33, 24.28, 61
734, -67.31, -46.66, 54
735, 43.75, 75.88, 70
736, 25.97, -23.53, 20
737, 41.07, 34.57, 67
738, 83.86, 89.22, 58
739, -60.85, -11.49, 73
740, -69.79, 9.52, 28
741, 16.68, 48.83, 55
742, 12.67, -87.93, 2
743, 24.05, 53.89, 40
744, -71.43, -22.14, 5
745, 32.58, 78.59, 25
746, -66.44, 45.32, 70
747, -84.84, 59.37, 34
748, -45.87, -84.02, 65
749, 85.61, -48.24, 91
750, -58.27, -56.98, 92
751, 79.68, 40.56, 94
752, 74.14, 0.89, 12
753, 82.21, -77.05, 24
754, -46.96, -39.54, 6
755, 30.39, 11.83, 79
756, 13.63, 82.87, 95
757, -63.17, -80.56, 58
758, 97.53, -45.83, 22
759, 18.72, -3.65, 12
760, 5.97, 66.54, 81
761, -91.04, 52.69, 1
762, 29.05, -69.80, 59
763, 70.16, 17.22, 30
764, -99.87, -69.25, 72
765, -99.49, 6.85, 65
766, -87.12, 74.52, 28
767, -62.68, 68.35, 62
768, 31.45, 98.29, 22
769, -34.06, 10.04, 19
770, 98.64, 76.56, 22
771, -37.53, 31.03, 85
772, -54.26, -44.64, 73
773, 16.45, 75.72, 41
774, 99.12, 93.95, 8
775, 53.64, 56.78, 87
776, -84.53, 64.06, 49
777, 13.08, -86.51, 8
778, 68.11, -42.43, 53
779, -5.64, -42.01, 89
780, -90.17, 12.70, 59
781, 39.38, -73.64, 77
782, 38.57, 72.48, 82
783, -81.70, 4.31, 94
784, 49.25, -43.18, 57
785, 90.47, -64.60, 99
786, 12.43, -22.56, 77
787, 68.07, 68.79, 65
788, 96.94, -84.45, 51
789, 60.18, 9.11, 10
790, 51.77, -75.69, 70
791, 1.52, -42.36, 34
792, -57.15, -16.74, 72
793, -24.11, -43.82, 54
794, 88.76, -55.10, 47
795, -67.78, -2.84, 90
796, 66.78, 15.02, 89
797, -27.99, 33.26, 13
798, -10.79, -86.91, 66
799, -67.29, 36.04, 40
800, 33.04, -35.97, 14
801, -88.29, -76.86, 38
802, 25.15, -92.00, 36
803, 56.11, 68.06, 67
804, -58.06, -93.44, 15
805, -81.51, -49.53, 100
806, 12.14, 23.59, 12
807, -27.69, 68.67, 11
808, 13.45, 99.09, 3
809, -28.78, -62.77, 82
810, 19.37, 74.28, 74
811, 90.81, 80.43, 12
812, 59.12, -50.83, 31
813, -42.54, 26.97, 68
814, -2.54, -34.50, 60
815, 10.21, -14.42, 73
816, 16.35, -5.73, 13
817, 86.05, 84.91, 34
818, -32.28, 56.81, 71
819, -65.32, 18.08, 17
820, 31.09, -21.01, 55
821, -99.37, 98.87, 80
822, -58.78, -20.27, 25
823, 74.70, 32.03, 95
824, -96.62, 2.54, 69
825, 55.35, -38.43, 74
826, 54.10, -9.13, 2
827, -17.28, 63.52, 86
828, 25.14, 15.76, 69
829, -18.60, 66.60, 38
830, 61.82, -60.31, 95
831, 53.42, 56.54, 20
832, -82.26, 18.39, 93
833, 48.14, -13.42, 83
834, -18.80, -90.21, 38
835, 98.23, 6.28, 24
836, -29.69, -45.14, 69
837, -31.88, -82.37, 63
838, -40.94, -58.61, 70
839, 80.57, -20.81, 14
840, 78.30, -59.75, 99
841, -95.74, 95.83, 37
842, 27.27, -51.83, 92
843, -93.53, -48.70, 92
844, 1.96, 88.67, 38
845, -37.02, -98.70, 39
846, 52.80, -60.21, 48
847, -73.32, -19.14, 95
848, -93.55, 11.68, 71
849, -31.25, 65.19, 4
850, -59.24, 19.05, 46
851, -16.39, -6.34, 62
852, -39.07, 10.81, 94
853, -40.54, 34.29, 9
854, 22.06, 89.34, 88
855, 58.93, -30.44, 89
856, 23.91, -27.77, 51
857, -27.89, -9.74, 19
858, 77.81, 56.54, 25
859, 8.42, -39.85, 84
860, 40.05, 60.31, 64
861, -87.67, 11.30, 31
862, -17.11, 16.87, 3
863, 11.23, 13.50, 28
864, -49.03, 87.16, 59
865, -39.91, 57.90, 86
866, -15.87, 36.52, 96
867, -83.63, 42.70, 4
868, 40.19, 98.46, 43
869, 88.32, 66.31, 74
870, -36.60, 24.01, 54
871, -73.51, -44.54, 11
872, 64.39, -19.52, 51
873, -53.69, -52.65, 99
874, -90.77, 67.43, 28
875, 54.31, 46.36, 14
876, 2.43, -42.03, 43
877, -99.22, 42.33, 26
878, -85.81, -57.14, 6
879, 3.16, -86.97, 18
880, 95.49, -81.06, 4
881, 16.80, 23.32, 72
882, 62.69, 40.62, 78
883, -6.53, 38.80, 71
884, -76.51, -23.89, 46
885, -95.46, -39.69, 83
886, -84.46, -55.38, 64
887, 59.51, 18.61, 86
888, -66.36, -42.50, 79
889, 29.91, -68.23, 85
890, 0.85, -91.82, 54
891, -59.44, -39.03, 89
892, -92.52, 87.13, 50
893, 32.70, 96.38, 100
894, 82.40, -99.41, 69
895, -87.78, -76.92, 63
896, -13.31, -13.35, 28
897, -23.61, 84.49, 50
898, 5.07, -72.42, 19
899, -91.62, 14.04, 22
900, -92.04, 19.73, 10
901, -34.28, -8.29, 29
902, 32.33, 93.00, 25
903, 73.89, -97.16, 100
904, -6.30, -10.53, 85
905, 31.84, -38.02, 100
906, -85.26, -84.08, 100
907, 71.16, 48.29, 27
908, -74.15, 62.06, 89
909, 45.64, 12.32, 76
910, 80.74, 26.47, 19
911, 94.74, -96.48, 30
912, -1.60, -81.07, 83
913, -38.04, 23.87, 67
914, 79.32, -73.19, 87
915, 81.03, -4.10, 76
916, 3.38, -10.23, 43
917, -88.61, -0.70, 81
918, 29.30, 55.85, 49
919, 15.20, -20.96, 41
920, 14.16, -56.76, 26
921, 35.04, 10.14, 48
922, -28.25, -95.87, 60
923, -70.27, 44.52, 74
924, 39.40, -16.81, 43
925, 27.07, -44.59, 66
926, 52.23, -73.22, 36
927, -39.56, -15.60, 59
928, 30.37, -15.69, 91
929, 74.22, -18.53, 95
930, 22.27, -51.31, 35
931, -73.27, -3.13, 24
932, -20.59, -23.09, 64
